,LABEL,Reason,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
445,0,None,9.550000190734863,4.440000057220459,16.989999771118164,59.47999954223633,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,31.0,292.5,141.89999389648438,136.30000305175778,38.70000076293945,59.79999923706055,276.89999389648443,275.29998779296875,274.89999389648443,270.10000610351557,254.6999969482422,229.3999938964844,67.80000305175781,20.700000762939453,21.700000762939453
447,0,None,9.550000190734863,4.440000057220459,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.69999694824222,38.79999923706055,59.9000015258789,276.10000610351557,275.70001220703125,274.5,270.29998779296875,254.8999938964844,229.8000030517578,68.59999847412111,20.799999237060547,21.799999237060547
450,0,None,9.5600004196167,4.449999809265137,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,55.79999923706055,30.70000076293945,292.5,141.8000030517578,136.60000610351562,38.70000076293945,59.79999923706055,276.39999389648443,276.10000610351557,275.0,270.60000610351557,255.0,230.1000061035156,67.59999847412111,20.700000762939453,21.799999237060547
451,0,None,9.539999961853027,4.429999828338623,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.099998474121094,30.60000038146973,292.5,141.8000030517578,136.5,38.599998474121094,59.79999923706055,276.10000610351557,275.0,275.20001220703125,270.70001220703125,254.8000030517578,230.3000030517578,67.30000305175781,20.799999237060547,21.799999237060547
453,0,None,9.539999961853027,4.429999828338623,17.010000228881836,59.47999954223633,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.70000076293945,292.5,141.8000030517578,136.30000305175778,38.400001525878906,59.599998474121094,276.10000610351557,275.70001220703125,275.0,270.79998779296875,254.3000030517578,230.1000061035156,67.69999694824219,20.799999237060547,21.799999237060547
456,0,None,9.539999961853027,4.420000076293945,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.20000076293945,30.70000076293945,292.5,141.6999969482422,136.10000610351562,38.5,59.70000076293945,276.5,275.70001220703125,275.70001220703125,270.29998779296875,255.1000061035156,230.1999969482422,67.80000305175781,20.799999237060547,21.799999237060547
457,0,None,9.539999961853027,4.420000076293945,16.950000762939453,59.52000045776367,7.130000114440918,653.4199829101562,68.51000213623047,647.989990234375,56.099998474121094,30.79999923706055,292.5,141.6999969482422,136.39999389648438,38.400001525878906,59.70000076293945,276.39999389648443,275.0,275.0,269.89999389648443,255.1999969482422,230.1000061035156,67.30000305175781,20.700000762939453,21.799999237060547
459,0,None,9.5600004196167,4.440000057220459,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.79999923706055,30.79999923706055,292.5,141.8000030517578,136.69999694824222,38.400001525878906,59.70000076293945,276.79998779296875,275.60000610351557,274.89999389648443,269.70001220703125,254.8999938964844,230.3000030517578,67.69999694824219,20.700000762939453,21.799999237060547
461,0,None,9.550000190734863,4.440000057220459,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,55.9000015258789,30.70000076293945,292.5,141.8000030517578,136.60000610351562,38.400001525878906,59.70000076293945,276.5,275.10000610351557,275.5,269.10000610351557,254.3000030517578,229.6999969482422,67.09999847412111,20.799999237060547,21.799999237060547
463,0,None,9.5600004196167,4.449999809265137,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.9000015258789,30.899999618530273,292.5,141.89999389648438,136.5,38.400001525878906,59.70000076293945,276.20001220703125,274.70001220703125,274.70001220703125,269.79998779296875,254.8000030517578,230.0,67.69999694824219,20.899999618530273,21.899999618530273
467,0,None,9.5600004196167,4.440000057220459,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.9000015258789,30.60000038146973,292.5,141.89999389648438,136.60000610351562,38.79999923706055,59.9000015258789,277.20001220703125,275.5,275.0,270.29998779296875,255.1000061035156,230.0,67.59999847412111,20.899999618530273,21.899999618530273
468,0,None,9.5600004196167,4.449999809265137,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.51000213623047,647.989990234375,55.79999923706055,30.70000076293945,292.5,141.89999389648438,136.89999389648438,38.70000076293945,59.79999923706055,276.39999389648443,275.39999389648443,275.10000610351557,270.79998779296875,255.1999969482422,229.6000061035156,67.69999694824219,20.899999618530273,21.899999618530273
470,0,None,9.5600004196167,4.440000057220459,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.79999923706055,30.70000076293945,292.5,141.8000030517578,136.69999694824222,38.5,59.79999923706055,276.0,274.70001220703125,275.39999389648443,271.0,255.3999938964844,230.0,67.59999847412111,20.899999618530273,22.0
471,0,None,9.539999961853027,4.420000076293945,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.099998474121094,30.79999923706055,292.5,141.8000030517578,136.39999389648438,38.5,59.79999923706055,276.70001220703125,275.20001220703125,274.70001220703125,271.0,255.0,229.8999938964844,68.30000305175781,20.899999618530273,22.0
473,0,None,9.529999732971193,4.420000076293945,17.020000457763672,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.099998474121094,30.79999923706055,292.5,141.8000030517578,135.89999389648438,38.29999923706055,59.599998474121094,276.39999389648443,275.79998779296875,275.20001220703125,270.79998779296875,255.3000030517578,230.3999938964844,67.69999694824219,21.0,22.0
475,0,None,9.529999732971193,4.420000076293945,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.20000076293945,30.899999618530273,292.5,141.8000030517578,136.19999694824222,38.400001525878906,59.599998474121094,276.5,275.0,274.89999389648443,270.10000610351557,255.3999938964844,229.6999969482422,67.80000305175781,20.899999618530273,22.0
477,0,None,9.539999961853027,4.420000076293945,17.020000457763672,59.459999084472656,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.5,38.29999923706055,59.599998474121094,276.70001220703125,275.5,275.60000610351557,270.0,254.8999938964844,229.5,68.0,21.0,22.100000381469727
479,0,None,9.550000190734863,4.429999828338623,17.0,59.47999954223633,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,30.60000038146973,292.5,141.8000030517578,136.60000610351562,38.20000076293945,59.599998474121094,276.20001220703125,274.79998779296875,274.70001220703125,268.89999389648443,255.1999969482422,230.1000061035156,67.40000152587889,21.0,22.100000381469727
482,0,None,9.539999961853027,4.429999828338623,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,30.70000076293945,292.5,141.8000030517578,136.5,38.29999923706055,59.599998474121094,275.20001220703125,275.39999389648443,274.79998779296875,269.39999389648443,254.6999969482422,229.6999969482422,68.80000305175781,21.100000381469727,22.100000381469727
483,0,None,9.5600004196167,4.440000057220459,17.0,59.47999954223633,7.130000114440918,653.4299926757812,68.48999786376953,647.989990234375,56.0,30.70000076293945,292.5,141.89999389648438,136.30000305175778,38.5,59.70000076293945,276.5,276.29998779296875,275.20001220703125,269.70001220703125,255.1000061035156,229.8999938964844,67.59999847412111,21.0,22.100000381469727
485,0,None,9.550000190734863,4.440000057220459,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.0,30.79999923706055,292.5,141.8000030517578,136.69999694824222,38.70000076293945,59.79999923706055,276.29998779296875,275.0,274.60000610351557,270.89999389648443,255.1000061035156,230.0,67.59999847412111,21.100000381469727,22.100000381469727
487,0,None,9.550000190734863,4.440000057220459,16.979999542236328,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.9000015258789,30.79999923706055,292.5,141.8000030517578,136.60000610351562,38.70000076293945,59.79999923706055,275.29998779296875,275.39999389648443,274.89999389648443,271.70001220703125,255.0,229.8999938964844,67.59999847412111,21.100000381469727,22.100000381469727
489,0,None,9.539999961853027,4.420000076293945,16.959999084472653,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.79999923706055,292.5,141.8000030517578,136.30000305175778,38.5,59.70000076293945,275.39999389648443,275.29998779296875,275.20001220703125,271.5,254.6000061035156,230.0,67.69999694824219,21.200000762939453,22.200000762939453
492,0,None,9.529999732971193,4.4099998474121085,16.959999084472653,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.20000076293945,30.79999923706055,292.5,141.8000030517578,135.89999389648438,38.099998474121094,59.5,275.79998779296875,275.0,274.89999389648443,271.10000610351557,255.1999969482422,229.6999969482422,67.09999847412111,21.200000762939453,22.200000762939453
493,0,None,9.529999732971193,4.4099998474121085,16.959999084472653,59.459999084472656,7.130000114440918,653.4299926757812,68.48000335693361,647.989990234375,56.20000076293945,30.899999618530273,292.5,141.8000030517578,135.69999694824222,38.099998474121094,59.5,276.0,275.20001220703125,275.39999389648443,270.70001220703125,255.3000030517578,230.1999969482422,67.80000305175781,21.200000762939453,22.200000762939453
495,0,None,9.529999732971193,4.4099998474121085,16.979999542236328,59.47999954223633,7.130000114440918,653.4199829101562,68.51000213623047,647.989990234375,56.20000076293945,30.70000076293945,292.5,141.8000030517578,136.30000305175778,38.099998474121094,59.5,277.0,274.89999389648443,275.39999389648443,270.20001220703125,255.1000061035156,230.0,68.30000305175781,21.200000762939453,22.200000762939453
498,0,None,9.539999961853027,4.429999828338623,16.959999084472653,59.47999954223633,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,30.60000038146973,292.5,141.8000030517578,136.39999389648438,38.099998474121094,59.5,275.5,275.29998779296875,275.10000610351557,269.10000610351557,255.1000061035156,229.8999938964844,67.69999694824219,21.299999237060547,22.399999618530273
500,0,None,9.539999961853027,4.420000076293945,16.979999542236328,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.30000305175778,38.099998474121094,59.599998474121094,275.89999389648443,275.60000610351557,274.89999389648443,269.39999389648443,254.6000061035156,230.1000061035156,67.69999694824219,21.200000762939453,22.299999237060547
501,0,None,9.550000190734863,4.429999828338623,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.70000076293945,292.5,141.8000030517578,136.19999694824222,38.099998474121094,59.5,276.20001220703125,275.5,274.10000610351557,269.89999389648443,254.3999938964844,230.0,68.5,21.200000762939453,22.299999237060547
503,0,None,9.539999961853027,4.429999828338623,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.099998474121094,30.79999923706055,292.3999938964844,141.8000030517578,136.5,38.400001525878906,59.70000076293945,277.10000610351557,275.5,275.60000610351557,270.20001220703125,255.0,229.8000030517578,67.69999694824219,21.399999618530273,22.399999618530273
506,0,None,9.550000190734863,4.440000057220459,16.969999313354492,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.0,30.70000076293945,292.5,141.8000030517578,136.60000610351562,38.70000076293945,59.79999923706055,276.29998779296875,275.60000610351557,275.0,270.89999389648443,255.3000030517578,229.8000030517578,67.69999694824219,21.399999618530273,22.399999618530273
508,0,None,9.550000190734863,4.440000057220459,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.9000015258789,30.899999618530273,292.5,141.8000030517578,136.39999389648438,38.599998474121094,59.79999923706055,275.39999389648443,275.29998779296875,274.70001220703125,271.5,254.8999938964844,230.1999969482422,67.69999694824219,21.399999618530273,22.399999618530273
510,0,None,9.529999732971193,4.420000076293945,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.20000076293945,30.79999923706055,292.5,141.8000030517578,136.10000610351562,38.29999923706055,59.599998474121094,276.39999389648443,274.89999389648443,275.0,271.39999389648443,255.1999969482422,230.3000030517578,67.69999694824219,21.399999618530273,22.5
511,0,None,9.529999732971193,4.4099998474121085,16.989999771118164,59.47999954223633,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.29999923706055,30.899999618530273,292.5,141.8000030517578,135.80000305175778,38.20000076293945,59.5,277.0,275.60000610351557,275.10000610351557,271.10000610351557,255.1000061035156,229.8000030517578,68.40000152587889,21.399999618530273,22.5
513,0,None,9.520000457763672,4.400000095367432,17.020000457763672,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.4000015258789,30.79999923706055,292.5,141.6999969482422,136.19999694824222,38.099998474121094,59.5,275.89999389648443,275.70001220703125,275.0,270.39999389648443,255.1999969482422,229.8000030517578,68.40000152587889,21.5,22.60000038146973
516,0,None,9.529999732971193,4.420000076293945,17.010000228881836,59.459999084472656,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.29999923706055,30.70000076293945,292.5,141.6999969482422,136.0,38.0,59.4000015258789,276.10000610351557,275.39999389648443,274.79998779296875,270.10000610351557,254.8999938964844,230.1000061035156,67.09999847412111,21.399999618530273,22.5
517,0,None,9.529999732971193,4.420000076293945,17.040000915527347,59.47999954223633,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.20000076293945,30.60000038146973,292.5,141.8000030517578,136.19999694824222,37.900001525878906,59.5,276.39999389648443,275.39999389648443,275.29998779296875,269.70001220703125,255.1000061035156,230.3000030517578,67.69999694824219,21.399999618530273,22.5
520,0,None,9.539999961853027,4.420000076293945,17.020000457763672,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.20000076293945,30.79999923706055,292.6000061035156,141.8000030517578,136.19999694824222,38.099998474121094,59.4000015258789,276.79998779296875,275.29998779296875,274.89999389648443,269.89999389648443,254.3000030517578,230.1999969482422,67.69999694824219,21.399999618530273,22.399999618530273
521,0,None,9.550000190734863,4.429999828338623,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,31.0,292.5,141.8000030517578,136.39999389648438,38.29999923706055,59.599998474121094,276.29998779296875,274.70001220703125,275.60000610351557,269.20001220703125,255.1999969482422,229.6999969482422,67.09999847412111,21.5,22.5
523,0,None,9.539999961853027,4.429999828338623,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.69999694824222,38.599998474121094,59.70000076293945,276.79998779296875,275.29998779296875,275.5,270.10000610351557,254.8999938964844,230.0,67.69999694824219,21.5,22.5
525,0,None,9.5600004196167,4.440000057220459,16.989999771118164,59.47999954223633,7.130000114440918,653.4199829101562,68.5,647.989990234375,55.9000015258789,30.70000076293945,292.5,141.8000030517578,136.60000610351562,38.599998474121094,59.79999923706055,276.5,275.60000610351557,275.0,270.70001220703125,254.8999938964844,230.0,68.59999847412111,21.5,22.5
528,0,None,9.550000190734863,4.429999828338623,16.979999542236328,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,55.9000015258789,30.60000038146973,292.5,141.8000030517578,136.60000610351562,38.400001525878906,59.70000076293945,275.79998779296875,274.79998779296875,275.20001220703125,271.20001220703125,255.1000061035156,229.8999938964844,67.19999694824219,21.5,22.5
529,0,None,9.539999961853027,4.420000076293945,16.979999542236328,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.79999923706055,292.3999938964844,141.8000030517578,136.30000305175778,38.400001525878906,59.70000076293945,276.79998779296875,275.39999389648443,274.70001220703125,270.89999389648443,255.0,229.8000030517578,67.59999847412111,21.600000381469727,22.60000038146973
531,0,None,9.529999732971193,4.420000076293945,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.20000076293945,30.79999923706055,292.5,141.8000030517578,135.89999389648438,38.400001525878906,59.70000076293945,276.5,275.29998779296875,275.60000610351557,270.5,255.0,230.0,68.59999847412111,21.5,22.5
533,0,None,9.529999732971193,4.4099998474121085,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.20000076293945,30.79999923706055,292.5,141.8000030517578,136.19999694824222,38.400001525878906,59.599998474121094,275.79998779296875,274.79998779296875,274.89999389648443,270.0,255.0,230.3000030517578,67.59999847412111,21.5,22.5
535,0,None,9.539999961853027,4.429999828338623,16.969999313354492,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.79999923706055,292.5,141.6999969482422,136.30000305175778,38.29999923706055,59.599998474121094,276.39999389648443,275.60000610351557,275.29998779296875,269.89999389648443,254.5,229.6000061035156,67.59999847412111,21.600000381469727,22.60000038146973
537,0,None,9.539999961853027,4.429999828338623,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,30.79999923706055,292.3999938964844,141.8000030517578,136.5,38.20000076293945,59.599998474121094,276.29998779296875,275.10000610351557,274.5,269.60000610351557,254.6999969482422,230.0,67.69999694824219,21.600000381469727,22.60000038146973
539,0,None,9.539999961853027,4.429999828338623,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,30.899999618530273,292.5,141.8000030517578,136.5,38.29999923706055,59.599998474121094,276.0,275.29998779296875,274.79998779296875,269.70001220703125,254.8999938964844,230.1000061035156,67.59999847412111,21.600000381469727,22.60000038146973
541,0,None,9.550000190734863,4.440000057220459,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.60000038146973,292.5,141.8000030517578,136.39999389648438,38.5,59.70000076293945,276.60000610351557,275.60000610351557,274.89999389648443,270.29998779296875,255.0,230.1000061035156,67.90000152587889,21.700000762939453,22.79999923706055
543,0,None,9.550000190734863,4.440000057220459,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.51000213623047,647.989990234375,55.9000015258789,30.70000076293945,292.5,141.8000030517578,136.69999694824222,38.599998474121094,59.79999923706055,276.60000610351557,275.39999389648443,274.79998779296875,270.5,255.1999969482422,230.1000061035156,67.5,21.700000762939453,22.79999923706055
546,0,None,9.5600004196167,4.440000057220459,16.979999542236328,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.9000015258789,30.70000076293945,292.5,141.8000030517578,136.5,38.5,59.79999923706055,275.70001220703125,274.89999389648443,274.5,271.20001220703125,254.6000061035156,229.8999938964844,68.40000152587889,21.600000381469727,22.60000038146973
548,0,None,9.539999961853027,4.420000076293945,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.79999923706055,292.5,141.6999969482422,136.39999389648438,38.400001525878906,59.70000076293945,275.5,275.20001220703125,274.20001220703125,271.10000610351557,255.3000030517578,229.8999938964844,68.19999694824219,21.5,22.60000038146973
549,0,None,9.539999961853027,4.420000076293945,16.989999771118164,59.47999954223633,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.10000610351562,38.20000076293945,59.5,276.10000610351557,275.10000610351557,275.0,270.79998779296875,255.1999969482422,230.1999969482422,67.69999694824219,21.700000762939453,22.79999923706055
551,0,None,9.529999732971193,4.420000076293945,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.20000076293945,30.899999618530273,292.5,141.8000030517578,136.10000610351562,38.29999923706055,59.599998474121094,276.10000610351557,274.70001220703125,274.79998779296875,269.79998779296875,255.3000030517578,230.1000061035156,68.19999694824219,21.700000762939453,22.79999923706055
553,0,None,9.539999961853027,4.420000076293945,16.979999542236328,59.459999084472656,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.30000305175778,38.20000076293945,59.599998474121094,276.5,274.60000610351557,274.89999389648443,269.60000610351557,255.0,230.0,67.59999847412111,21.600000381469727,22.79999923706055
555,0,None,9.550000190734863,4.429999828338623,17.010000228881836,59.47999954223633,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,30.79999923706055,292.5,141.6999969482422,136.39999389648438,38.20000076293945,59.599998474121094,277.20001220703125,275.10000610351557,275.0,269.60000610351557,255.1999969482422,230.1999969482422,66.59999847412111,21.600000381469727,22.70000076293945
557,0,None,9.539999961853027,4.420000076293945,16.969999313354492,59.52000045776367,7.130000114440918,653.4099731445312,68.48000335693361,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.39999389648438,38.29999923706055,59.599998474121094,275.5,274.79998779296875,275.10000610351557,269.29998779296875,255.3999938964844,230.0,67.5,21.700000762939453,22.79999923706055
559,0,None,9.550000190734863,4.440000057220459,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,55.9000015258789,30.70000076293945,292.5,141.89999389648438,136.39999389648438,38.29999923706055,59.599998474121094,276.70001220703125,274.89999389648443,274.60000610351557,269.60000610351557,254.6999969482422,230.3000030517578,67.40000152587889,21.700000762939453,22.70000076293945
561,0,None,9.539999961853027,4.429999828338623,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.5,38.599998474121094,59.79999923706055,276.5,274.60000610351557,275.29998779296875,270.79998779296875,255.0,230.0,66.59999847412111,21.600000381469727,22.70000076293945
564,0,None,9.550000190734863,4.429999828338623,16.969999313354492,59.47999954223633,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.0,30.70000076293945,292.5,141.8000030517578,136.19999694824222,38.599998474121094,59.70000076293945,275.39999389648443,275.39999389648443,274.60000610351557,271.20001220703125,254.6999969482422,229.8000030517578,67.59999847412111,21.600000381469727,22.70000076293945
565,0,None,9.539999961853027,4.429999828338623,16.979999542236328,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.099998474121094,30.899999618530273,292.5,141.8000030517578,136.19999694824222,38.400001525878906,59.70000076293945,276.20001220703125,275.5,275.0,271.10000610351557,255.1000061035156,230.1000061035156,68.40000152587889,21.700000762939453,22.79999923706055
567,0,None,9.529999732971193,4.4099998474121085,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.29999923706055,30.899999618530273,292.5,141.8000030517578,136.10000610351562,38.20000076293945,59.5,276.20001220703125,274.89999389648443,274.89999389648443,270.60000610351557,254.8999938964844,230.3000030517578,67.69999694824219,21.700000762939453,22.79999923706055
569,0,None,9.529999732971193,4.4099998474121085,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.29999923706055,30.79999923706055,292.5,141.6999969482422,135.89999389648438,38.20000076293945,59.5,276.29998779296875,275.39999389648443,274.39999389648443,270.29998779296875,255.0,230.0,67.59999847412111,21.700000762939453,22.899999618530273
572,0,None,9.529999732971193,4.4099998474121085,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.5,647.989990234375,56.20000076293945,30.70000076293945,292.5,141.6999969482422,136.30000305175778,38.20000076293945,59.5,276.0,275.60000610351557,274.79998779296875,269.70001220703125,255.0,230.0,68.59999847412111,21.799999237060547,22.899999618530273
573,0,None,9.539999961853027,4.429999828338623,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.099998474121094,30.60000038146973,292.5,141.8000030517578,136.30000305175778,38.20000076293945,59.5,276.89999389648443,275.20001220703125,275.0,269.60000610351557,254.6999969482422,230.3999938964844,67.59999847412111,21.700000762939453,22.79999923706055
575,0,None,9.539999961853027,4.429999828338623,17.040000915527347,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.0,30.70000076293945,292.5,141.8000030517578,136.5,38.20000076293945,59.599998474121094,275.79998779296875,275.20001220703125,274.89999389648443,269.39999389648443,255.3000030517578,230.1999969482422,67.40000152587889,21.700000762939453,22.79999923706055
577,0,None,9.550000190734863,4.429999828338623,17.020000457763672,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.8000030517578,136.30000305175778,38.29999923706055,59.599998474121094,276.5,275.0,275.20001220703125,269.89999389648443,254.8999938964844,230.1000061035156,67.59999847412111,21.799999237060547,22.899999618530273
579,0,None,9.550000190734863,4.429999828338623,16.989999771118164,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.099998474121094,31.10000038146973,292.5,141.8000030517578,136.19999694824222,38.599998474121094,59.70000076293945,276.0,275.20001220703125,274.70001220703125,270.70001220703125,255.0,230.0,67.59999847412111,21.799999237060547,22.899999618530273
581,0,None,9.539999961853027,4.429999828338623,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.51000213623047,647.989990234375,56.099998474121094,30.70000076293945,292.5,141.6999969482422,136.5,38.70000076293945,59.79999923706055,275.60000610351557,275.20001220703125,275.10000610351557,271.39999389648443,255.0,230.0,68.5,21.799999237060547,22.899999618530273
583,0,None,9.539999961853027,4.429999828338623,16.979999542236328,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.0,31.0,292.5,141.8000030517578,136.19999694824222,38.599998474121094,59.79999923706055,277.20001220703125,275.5,275.20001220703125,271.79998779296875,255.0,230.1999969482422,67.59999847412111,21.799999237060547,22.899999618530273
585,0,None,9.529999732971193,4.4099998474121085,17.010000228881836,59.52000045776367,7.130000114440918,653.4199829101562,68.48000335693361,647.989990234375,56.20000076293945,30.60000038146973,292.5,141.6999969482422,136.10000610351562,38.29999923706055,59.70000076293945,276.20001220703125,275.10000610351557,275.79998779296875,271.20001220703125,255.1999969482422,230.3000030517578,67.69999694824219,22.0,23.0
587,0,None,9.520000457763672,4.4099998474121085,17.0,59.52000045776367,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.29999923706055,30.79999923706055,292.5,141.6999969482422,136.0,37.900001525878906,59.4000015258789,275.89999389648443,275.10000610351557,275.0,270.79998779296875,254.8000030517578,229.8999938964844,67.69999694824219,21.799999237060547,23.0
590,0,None,9.520000457763672,4.400000095367432,16.979999542236328,59.459999084472656,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.4000015258789,30.70000076293945,292.5,141.6999969482422,135.80000305175778,38.099998474121094,59.5,276.5,275.29998779296875,275.0,270.20001220703125,254.8999938964844,229.8000030517578,67.69999694824219,22.0,23.10000038146973
592,0,None,9.520000457763672,4.4099998474121085,17.020000457763672,59.47999954223633,7.130000114440918,653.4199829101562,68.51000213623047,647.989990234375,56.29999923706055,30.70000076293945,292.5,141.6999969482422,136.39999389648438,38.099998474121094,59.5,276.5,275.29998779296875,275.5,269.79998779296875,254.5,229.8999938964844,68.30000305175781,22.0,23.10000038146973
593,0,None,9.539999961853027,4.420000076293945,16.989999771118164,59.47999954223633,7.130000114440918,653.4199829101562,68.48999786376953,647.989990234375,56.099998474121094,30.79999923706055,292.5,141.8000030517578,136.30000305175778,38.099998474121094,59.5,276.39999389648443,275.39999389648443,275.20001220703125,269.5,255.0,230.1999969482422,67.59999847412111,22.0,23.10000038146973
